,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
403,1413,说,一,声,就,行,好,吗,,,,,,,,,
404,1417,现,在,彼,得,森,小,姐,,,,,,,,,
405,1418,我,想,说,我,很,荣,幸,能,成,为,你,的,监,护,人,
406,1422,请,记,住,我,是,你,这,边,的,,,,,,,
407,1426,我,是,来,帮,你,的,,,,,,,,,,
408,1430,山,姆,你,要,像,对,待,女,王,那,样,,,,,
409,1431,对,待,这,位,女,士,你,听,见,了,吗,,,,,
410,1435,她,想,要,什,么,都,行,,,,,,,,,
411,1436,当,然,了,,,,,,,,,,,,,
412,1440,保,重,彼,得,森,女,士,我,们,会,很,快,再,见,的,
413,1444,我,们,这,边,还,有,东,西,,,,,,,,
414,1448,仅,限,授,权,人,员,通,过,,,,,,,,
415,1452,能,开,门,吗,我,想,透,透,气,,,,,,,
416,1456,你,得,往,那,边,走,,,,,,,,,,
417,1457,我,只,是,想,透,透,气,,,,,,,,,
418,1461,能,开,下,门,让,我,透,透,气,吗,,,,,,
419,1465,你,得,回,去,那,边,,,,,,,,,,
420,1466,为,什,么,,,,,,,,,,,,,
421,1470,我,需,要,你,回,到,休,息,区,,,,,,,
422,1474,你,能,拿,一,下,这,个,吗,,,,,,,,
423,1478,待,售,,,,,,,,,,,,,,
424,1482,谢,谢,这,是,我,的,荣,幸,,,,,,,,
425,1486,拍,卖,编,号,,,,,,,,,,,,
426,1490,四,十,五,号,这,位,男,士,,,,,,,,
427,1494,布,莱,顿,房,地,产,拍,卖,,,,,,,,
428,1498,成,交,,,,,,,,,,,,,,
429,1502,我,喜,欢,你,的,翘,臀,,,,,,,,,
430,1506,嗨,,,,,,,,,,,,,,,
431,1510,不,知,道,能,否,请,你,帮,我,一,下,,,,,
432,1511,我,需,要,用,一,下,我,的,手,机,,,,,,
433,1515,你,能,帮,我,找,一,下,吗,,,,,,,,
434,1519,彼,得,森,女,士,为,了,我,们,贵,宾,的,安,全,,
435,1520,手,机,会,被,放,置,到,保,险,的,地,方,,,,
436,1524,我,的,手,机,不,会,伤,害,到,你,的,,,,,
437,1528,我,们,的,原,则,是,要,经,过,你,的,监,护,人,,
438,1532,不,我,不,需,要,我,的,监,护,人,你,知,道,吗,,
439,1536,我,可,以,打,给,,,,,,,,,,,
440,1537,我,能,和,负,责,人,谈,谈,吗,,,,,,,
441,1541,莱,斯,先,生,现,在,没,时,间,见,你,,,,,
442,1545,莱,斯,先,生,就,在,这,儿,,,,,,,,
443,1546,但,是,他,没,时,间,见,我,,,,,,,,
444,1550,莱,斯,先,生,,,,,,,,,,,,
445,1551,喂,女,士,,,,,,,,,,,,,
446,1555,冷,静,,,,,,,,,,,,,,
447,1556,别,碰,我,,,,,,,,,,,,,
448,1560,我,需,要,你,冷,静,下,来,,,,,,,,
449,1561,你,们,为,什,么,要,这,样,碰,我,,,,,,
450,1565,我,理,解,,,,,,,,,,,,,
451,1566,我,很,冷,静,,,,,,,,,,,,
452,1570,离,我,远,点,儿,,,,,,,,,,,
453,1571,冷,静,,,,,,,,,,,,,,
454,1575,不,别,让,他,们,那,样,对,我,,,,,,,
455,1576,彼,得,森,女,士,我,希,望,你,冷,静,下,来,,,
456,1580,布,莱,顿,信,托,银,行,,,,,,,,,
457,1584,授,权,批,准,资,金,发,放,,,,,,,,
458,1588,好,了,,,,,,,,,,,,,,
459,1592,这,是,你,们,银,行,某,个,保,险,柜,的,钥,匙,吗,
460,1596,德,国,马,克,,,,,,,,,,,,
461,1600,接,彼,得,森,女,士,的,出,租,,,,,,,
462,1604,她,已,经,不,住,这,里,了,,,,,,,,
463,1608,什,么,,,,,,,,,,,,,,
464,1612,她,搬,走,了,,,,,,,,,,,,
465,1616,彼,得,森,小,姐,搬,走,了,,,,,,,,
466,1620,我,弄,错,了,,,,,,,,,,,,
467,1624,谢,谢,,,,,,,,,,,,,,
468,1628,麻,烦,问,一,下,谁,给,你,打,电,话,的,,,,
469,1632,麻,烦,问,一,下,,,,,,,,,,,
470,1636,靠,,,,,,,,,,,,,,,
471,1640,先,生,就,他,自,己,,,,,,,,,,
472,1644,她,去,哪,儿,了,,,,,,,,,,,
473,1648,她,不,在,家,里,,,,,,,,,,,
474,1652,你,准,时,到,那,儿,了,,,,,,,,,
475,1653,是,的,先,生,,,,,,,,,,,,
476,1657,不,可,能,,,,,,,,,,,,,
477,1661,七,年,来,她,从,来,没,有,错,过,约,定,的,见,面,
478,1665,那,房,子,装,修,了,,,,,,,,,,
479,1669,房,子,已,经,被,清,理,了,,,,,,,,
480,1673,前,门,外,面,挂,着,待,售,的,标,志,,,,,
481,1677,里,面,有,人,他,们,在,刷,墙,,,,,,,
482,1681,我,跟,一,个,,,,,,,,,,,,
483,1682,拿,着,布,料,样,品,的,女,人,说,话,她,说,,,
484,1686,她,已,经,不,在,那,里,住,了,,,,,,,
485,1690,我,没,明,白,,,,,,,,,,,,
486,1694,里,面,都,是,谁,她,现,在,在,哪,儿,,,,,
487,1698,我,不,知,道,我,直,接,来,的,这,里,,,,,
488,1702,你,明,明,知,道,这,对,我,有,多,重,要,,,,
489,1706,也,没,想,着,去,问,问,吗,,,,,,,,
490,1710,你,没,想,过,要,了,解,一,下,基,本,情,况,吗,,
491,1714,先,生,如,果,我,,,,,,,,,,,
492,1718,求,你,了,先,生,,,,,,,,,,,
493,1722,求,你,了,,,,,,,,,,,,,
494,1726,我,想,我,可,以,趁,着,别,人,,,,,,,
495,1730,你,搞,砸,了,亚,历,克,西,,,,,,,,
496,1734,我,非,常,爱,我,的,妈,妈,,,,,,,,
497,1738,而,这,种,日,子,这,种,我,们,偶,尔,,,,,
498,1742,一,起,度,过,的,几,天,日,子,,,,,,,
499,1743,是,对,我,的,赐,福,,,,,,,,,,
500,1747,是,的,先,生,当,然,了,,,,,,,,,
501,1751,所,以,你,去,找,到,她,,,,,,,,,
502,1752,然,后,把,她,带,到,我,这,儿,,,,,,,
503,1756,立,刻,,,,,,,,,,,,,,
504,1760,没,问,题,好,的,先,生,,,,,,,,,
505,1764,然,后,我,打,开,了,袋,子,,,,,,,,
506,1765,你,猜,里,面,是,什,么,,,,,,,,,
507,1769,钻,石,,,,,,,,,,,,,,
508,1773,很,多,钻,石,,,,,,,,,,,,
509,1777,纯,裸,钻,,,,,,,,,,,,,
510,1781,这,是,她,保,险,箱,的,保,单,,,,,,,
511,1785,她,列,出,了,黄,金,首,饰,债,券,,,,,,
512,1789,但,是,没,有,钻,石,,,,,,,,,,
513,1793,她,给,六,百,美,元,的,手,表,买,了,保,险,,,
514,1797,但,是,没,保,几,百,万,美,元,的,钻,石,,,,
515,1801,你,觉,得,它,们,是,被,偷,来,的,,,,,,
516,1805,有,可,能,,,,,,,,,,,,,
517,1809,她,看,起,来,不,像,那,种,人,,,,,,,
518,1813,别,被,老,人,给,骗,了,,,,,,,,,
519,1817,即,使,是,虐,待,狂,和,无,耻,的,混,蛋,也,会,变,老
520,1821,但,你,落,下,了,重,点,,,,,,,,,
521,1825,重,点,是,这,些,钻,石,不,是,公,开,存,在,的,,
522,1829,所,以,,,,,,,,,,,,,,
523,1833,没,人,会,惦,记,它,们,,,,,,,,,
524,1837,你,想,偷,走,它,们,,,,,,,,,,
525,1838,不,,,,,,,,,,,,,,,
526,1842,我,想,改,变,保,管,它,们,的,位,置,,,,,
527,1843,存,放,一,段,时,间,,,,,,,,,,
528,1847,看,看,会,发,生,什,么,,,,,,,,,
529,1851,有,事,,,,,,,,,,,,,,
530,1855,抱,歉,先,生,我,可,以,晚,点,再,过,来,,,,
531,1859,你,找,到,我,妈,妈,了,吗,,,,,,,,
532,1863,算,是,吧,,,,,,,,,,,,,
533,1867,她,在,一,所,养,老,院,里,,,,,,,,
534,1871,出,售,,,,,,,,,,,,,,
535,1875,据,我,目,前,所,知,先,生,我,无,法,进,去,,,
536,1879,先,生,最,后,一,批,毒,骡,今,天,早,上,到,了,,
537,1883,运,送,过,程,中,有,损,失,吗,,,,,,,
538,1887,三,个,,,,,,,,,,,,,,
539,1891,我,们,会,在,梅,德,菲,尔,德,的,房,子,那,儿,,
540,1892,从,他,们,手,里,拿,到,货,,,,,,,,
541,1896,那,是,我,要,的,奶,昔,吗,,,,,,,,
542,1900,我,没,明,白,,,,,,,,,,,,
543,1904,她,把,自,己,送,进,了,养,老,院,,,,,,
544,1908,不,是,,,,,,,,,,,,,,
545,1912,她,是,被,法,院,命,令,送,去,的,,,,,,
546,1916,她,现,在,是,政,府,的,被,监,护,人,了,,,,
547,1920,你,妈,妈,的,医,生,,,,,,,,,,
548,1921,认,为,她,没,有,能,力,照,顾,自,己,,,,,
549,1925,这,不,是,纯,属,胡,扯,嘛,,,,,,,,
550,1929,是,啊,先,生,,,,,,,,,,,,
551,1933,所,以,怎,么,会,这,样,呢,,,,,,,,
552,1937,玛,拉,葛,蕾,森,,,,,,,,,,,
553,1941,我,认,为,这,是,她,干,的,,,,,,,,
554,1942,她,是,你,母,亲,的,监,护,人,,,,,,,
555,1946,她,现,在,完,全,接,管,了,,,,,,,,
556,1947,你,母,亲,的,人,生,和,财,产,,,,,,,
557,1951,操,,,,,,,,,,,,,,,
558,1955,打,给,迪,恩,,,,,,,,,,,,
559,1959,把,我,妈,妈,带,出,那,个,养,老,院,,,,,
560,1960,保,障,她,的,安,全,,,,,,,,,,
561,1964,要,在,暗,中,解,决,,,,,,,,,,
562,1968,解,决,得,合,法,且,干,脆,一,点,,,,,,
563,1969,别,把,我,牵,扯,进,去,,,,,,,,,
564,1973,好,的,先,生,,,,,,,,,,,,
565,1977,不,,,,,,,,,,,,,,,
566,1981,照,片,留,下,,,,,,,,,,,,
567,1985,玛,拉,葛,蕾,森,很,高,兴,认,识,你,,,,,
568,1989,迪,恩,埃,里,克,森,,,,,,,,,,
569,1993,他,说,他,有,预,约,但,他,不,在,名,单,里,,,
570,1997,请,允,许,我,占,用,你,五,分,钟,的,时,间,,,
571,1998,这,非,常,重,要,,,,,,,,,,,
572,2002,你,可,以,占,用,两,分,钟,,,,,,,,
573,2006,办,公,室,真,漂,亮,,,,,,,,,,
574,2010,很,有,格,调,,,,,,,,,,,,
575,2014,这,些,都,是,你,的,被,监,护,人,,,,,,
576,2018,我,有,什,么,可,以,效,劳,的,,,,,,,
577,2019,埃,里,克,森,先,生,,,,,,,,,,
578,2023,身,上,担,着,这,么,多,人,的,责,任,,,,,
579,2024,你,一,定,忙,得,不,可,开,交,吧,,,,,,
580,2028,我,可,以,想,象,到,文,书,工,作,有,多,繁,重,,
581,2032,请,坐,有,话,直,说,吧,,,,,,,,,
582,2036,我,是,一,位,律,师,,,,,,,,,,
583,2037,我,不,需,要,律,师,,,,,,,,,,
584,2041,我,代,理,詹,妮,弗,彼,得,森,,,,,,,
585,2045,真,的,吗,,,,,,,,,,,,,
586,2049,是,的,我,觉,得,存,在,着,什,么,误,会,,,,
587,2053,你,看,我,的,客,户,非,常,有,能,力,照,顾,自,己,
588,2057,她,不,需,要,像,你,这,样,的,一,位,监,护,人,,
589,2061,当,然,了,我,并,不,是,在,表,达,不,满,,,,
590,2065,我,确,定,你,为,彼,得,森,女,士,,,,,,
591,2066,提,供,了,绝,对,优,秀,的,看,护,服,务,,,,
592,2070,但,是,实,际,情,况,是,,,,,,,,,
593,2071,她,既,不,需,要,也,不,想,要,你,的,看,护,,,
594,2075,她,自,己,一,个,人,很,好,,,,,,,,
595,2079,她,打,给,你,了,,,,,,,,,,,
596,2083,什,么,,,,,,,,,,,,,,
597,2084,她,在,疗,养,院,里,打,电,话,给,你,了,,,,
598,2088,她,打,了,,,,,,,,,,,,,
599,2092,你,上,次,见,她,是,什,么,时,候,,,,,,
600,2096,不,久,之,前,,,,,,,,,,,,
601,2097,那,是,多,久,,,,,,,,,,,,
602,2101,就,几,周,吧,,,,,,,,,,,,
603,2102,几,周,呢,两,周,三,周,四,周,,,,,,,
604,2106,三,周,也,许,四,周,三,周,,,,,,,,
605,2110,她,很,好,她,再,好,不,过,了,,,,,,,
606,2114,她,大,多,数,时,间,比,我,还,更,健,康,更,专,注,
607,2118,恐,怕,这,就,解,释,得,通,了,,,,,,,
608,2122,两,周,前,詹,妮,弗,的,健,康,出,现,了,,,,
609,2123,严,重,恶,化,,,,,,,,,,,,
610,2127,她,出,现,了,记,忆,衰,退,,,,,,,,
611,2128,这,是,老,年,痴,呆,的,表,现,,,,,,,
612,2132,而,她,的,医,生,非,常,担,心,她,,,,,,
613,2136,她,向,法,院,寻,求,紧,急,帮,助,,,,,,
614,2140,这,都,是,瞎,掰,的,葛,蕾,森,女,士,,,,,
615,2144,你,清,楚,我,也,清,楚,,,,,,,,,
616,2148,如,果,医,生,真,的,写,了,批,条,,,,,,
617,2149,那,他,也,很,清,楚,,,,,,,,,,
618,2153,她,,,,,,,,,,,,,,,
619,2157,什,么,,,,,,,,,,,,,,
620,2158,她,医,生,是,位,女,士,,,,,,,,,
621,2162,好,,,,,,,,,,,,,,,
622,2166,现,在,,,,,,,,,,,,,,
623,2170,我,知,道,你,在,玩,什,么,,,,,,,,
624,2171,我,了,解,你,的,游,戏,你,的,强,取,豪,夺,,,
625,2175,是,吗,,,,,,,,,,,,,,
626,2176,我,知,道,,,,,,,,,,,,,
627,2180,老,实,说,这,是,个,好,办,法,,,,,,,
628,2184,你,看,到,了,机,会,就,抓,住,了,,,,,,
629,2188,看,看,你,墙,上,挂,的,这,些,摇,钱,树,,,,
630,2192,不,断,地,往,你,的,账,户,里,送,钱,,,,,
631,2193,简,直,日,进,斗,金,,,,,,,,,,
632,2197,你,干,得,很,好,我,不,是,来,毁,你,生,意,的,,
633,2201,你,能,继,续,榨,干,这,群,又,穷,又,脆,弱,的,人,
634,2202,我,很,为,你,开,心,,,,,,,,,,
635,2206,你,干,得,越,久,越,好,,,,,,,,,
636,2210,天,啊,如,果,你,的,事,业,不,是,美,国,梦,的,,
637,2214,完,美,案,例,,,,,,,,,,,,
638,2218,我,就,不,知,道,什,么,才,是,了,,,,,,
639,2222,但,是,詹,妮,弗,彼,得,森,不,行,,,,,,
640,2223,没,人,可,以,碰,她,,,,,,,,,,
641,2227,我,理,解,我,明,白,你,为,什,么,瞄,准,了,她,,
642,2231,我,只,是,按,照,医,生,的,建,议,做,的,,,,
643,2232,是,啊,当,然,,,,,,,,,,,,
644,2236,我,们,暂,且,认,为,是,这,样,,,,,,,
645,2237,但,是,她,的,医,生,误,诊,了,,,,,,,
646,2241,听,懂,了,吗,他,抱,歉,她,搞,砸,了,,,,,
647,2245,詹,妮,弗,需,要,尽,快,脱,离,你,的,看,护,,,
648,2249,你,需,要,让,那,个,女,医,生,再,写,一,封,信,,
649,2253,说,詹,妮,弗,完,全,康,复,了,,,,,,,
650,2257,并,且,不,再,需,要,受,到,监,护,人,的,照,顾,了,
651,2261,我,为,什,么,要,这,样,做,,,,,,,,
652,2265,这,个,嘛,,,,,,,,,,,,,
653,2269,我,能,想,到,两,个,理,由,,,,,,,,
654,2273,第,一,这,样,做,是,正,确,的,,,,,,,
655,2274,不,过,我,猜,这,对,你,来,说,毫,无,意,义,,,
656,2278,第,二,因,为,她,有,几,个,,,,,,,,
657,2279,可,以,让,你,过,不,得,舒,服,的,,,,,,
658,2283,很,有,权,势,的,朋,友,,,,,,,,,
659,2287,极,度,地,不,开,心,不,舒,服,,,,,,,
660,2291,这,是,威,胁,吗,,,,,,,,,,,
661,2295,不,这,只,是,你,需,要,知,道,的,背,景,资,料,,
662,2299,能,有,多,不,舒,服,,,,,,,,,,
663,2303,极,度,残,忍,的,不,舒,服,,,,,,,,
664,2307,然,后,最,终,,,,,,,,,,,,
665,2311,好,吧,,,,,,,,,,,,,,
666,2315,这,样,说,吧,你,就,再,也,感,受,不,到,,,,
667,2319,舒,服,还,是,不,舒,服,了,,,,,,,,
668,2323,因,为,我,会,死,吗,,,,,,,,,,
669,2324,什,么,,,,,,,,,,,,,,
670,2328,我,没,这,么,说,,,,,,,,,,,
671,2332,但,每,个,人,都,会,死,对,吧,,,,,,,
672,2336,只,不,过,有,人,死,的,早,了,点,,,,,,
673,2340,以,一,种,更,可,怕,痛,苦,的,方,式,死,去,,,
674,2344,你,为,谁,工,作,,,,,,,,,,,
675,2348,詹,妮,弗,彼,得,,,,,,,,,,,
676,2349,骗,人,,,,,,,,,,,,,,
677,2353,不,好,意,思,,,,,,,,,,,,
678,2354,骗,人,,,,,,,,,,,,,,
679,2358,詹,妮,弗,没,从,疗,养,院,给,你,打,电,话,,,
680,2362,你,以,为,我,会,蠢,到,让,我,的,新,被,监,护,人,
681,2363,轻,易,拿,到,能,打,通,的,电,话,,,,,,
682,2367,我,从,她,的,文,件,里,得,知,她,的,律,师,是,,
683,2371,处,理,家,庭,法,的,本,地,人,不,是,你,,,,
684,2375,你,是,一,条,,,,,,,,,,,,
685,2379,想,威,胁,我,的,恶,鲨,,,,,,,,,
686,2380,我,想,知,道,是,谁,雇,了,你,,,,,,,
687,2384,让,她,脱,离,你,的,监,护,,,,,,,,
688,2385,不,迪,恩,,,,,,,,,,,,,
689,2389,我,不,觉,得,我,会,这,样,做,,,,,,,
690,2393,我,以,为,没,必,要,用,这,招,呢,,,,,,
691,2397,这,是,十,五,万,美,元,现,金,,,,,,,
692,2401,出,手,真,大,方,,,,,,,,,,,
693,2405,你,放,她,走,这,就,都,是,你,的,,,,,,
694,2409,你,知,道,我,怎,么,想,吗,迪,恩,,,,,,
695,2413,如,果,你,谈,判,的,开,场,白,是,十,五,万,美,元,
696,2417,那,么,对,于,派,你,来,的,人,来,说,,,,,
697,2418,詹,妮,弗,彼,得,森,的,价,值,,,,,,,
698,2422,要,远,远,超,过,这,个,价,值,,,,,,,
699,2426,我,可,以,涨,到,二,十,五,万,,,,,,,
700,2430,这,样,吧,,,,,,,,,,,,,
701,2434,五,百,万,,,,,,,,,,,,,
702,2438,三,开,头,的,吧,,,,,,,,,,,
703,2439,三,亿,,,,,,,,,,,,,,
704,2443,三,十,万,,,,,,,,,,,,,
705,2447,这,是,最,终,报,价,,,,,,,,,,
706,2451,迪,恩,我,有,着,法,律,责,任,,,,,,,
707,2455,詹,妮,弗,彼,得,森,需,要,我,的,保,护,,,,
708,2459,我,怎,么,能,抛,弃,她,呢,,,,,,,,
709,2463,你,是,在,拒,绝,吗,,,,,,,,,,
710,2467,我,是,在,拒,绝,,,,,,,,,,,
711,2471,我,在,说,不,行,谢,谢,,,,,,,,,
712,2475,在,接,下,来,的,几,天,里,,,,,,,,
713,2479,你,会,在,脑,海,中,一,次,又,一,次,地,,,,
714,2480,回,想,这,次,对,话,,,,,,,,,,
715,2484,并,且,会,希,望,你,做,出,了,不,同,的,选,择,,
716,2488,现,在,看,看,你,所,拥,有,的,吧,,,,,,
717,2489,蒸,蒸,日,上,的,生,意,,,,,,,,,
718,2493,员,工,,,,,,,,,,,,,,
719,2497,一,张,漂,亮,的,脸,蛋,还,没,折,的,骨,头,,,
720,2501,性,命,,,,,,,,,,,,,,
721,2505,等,这,件,事,结,束,你,就,不,会,有,这,些,了,,
722,2509,一,个,都,不,剩,,,,,,,,,,,
723,2513,这,是,最,后,的,机,会,,,,,,,,,
724,2517,再,见,迪,恩,,,,,,,,,,,,
725,2521,你,出,去,之,后,柯,蒂,斯,会,帮,你,取,车,,,
726,2525,我,往,回,查,过,了,,,,,,,,,,
727,2526,她,一,直,到,她,出,生,证,明,的,记,录,,,,
728,2530,我,在,她,的,一,生,中,找,不,到,,,,,,
729,2531,我,们,值,得,畏,惧,的,人,,,,,,,,
730,2535,那,这,个,律,师,是,谁,,,,,,,,,
731,2539,也,许,他,知,道,钻,石,的,事,,,,,,,
732,2540,对,我,也,是,这,个,看,法,,,,,,,,
733,2544,也,许,他,指,望,着,我,们,呢,,,,,,,
734,2545,他,害,怕,我,们,找,到,那,些,钻,石,,,,,
735,2549,也,许,你,应,该,接,受,那,些,现,金,,,,,
736,2553,然,后,放,弃,我,们,有,史,以,来,最,好,的,机,会,
737,2557,如,果,他,说,的,是,真,的,该,怎,么,办,,,,
738,2561,关,于,什,么,,,,,,,,,,,,
739,2562,关,于,威,胁,,,,,,,,,,,,
740,2566,你,知,道,我,被,男,人,威,胁,过,多,少,次,吗,,
741,2570,几,千,次,,,,,,,,,,,,,
742,2574,你,知,道,我,有,多,少,次,,,,,,,,
743,2575,真,正,遇,到,麻,烦,了,吗,,,,,,,,
744,2579,两,次,,,,,,,,,,,,,,
745,2583,他,威,胁,我,因,为,那,是,他,唯,一,能,做,的,了,
746,2587,你,无,法,让,一,个,女,人,做,你,希,望,的,事,情,
747,2591,还,同,时,骂,她,是,婊,子,威,胁,要,杀,了,她,,
748,2595,我,不,怕,他,,,,,,,,,,,,
749,2599,好,吧,,,,,,,,,,,,,,
750,2603,那,你,想,怎,样,,,,,,,,,,,
751,2607,我,要,去,找,总,有,解,决,办,法,的,人,谈,谈,,
752,2611,她,怎,么,样,了,,,,,,,,,,,
753,2615,她,来,了,之,后,一,直,很,不,安,定,,,,,
754,2619,他,们,都,是,这,样,的,,,,,,,,,
755,2623,是,但,是,她,尤,其,强,烈,,,,,,,,
756,2627,医,生,不,得,不,给,她,注,射,药,物,,,,,
757,2628,来,让,她,安,静,两,次,了,,,,,,,,
758,2632,她,在,游,戏,室,但,我,必,须,警,告,你,,,,
759,2636,我,们,没,办,法,只,能,给,她,打,了,镇,定,剂,,
760,2637,所,以,她,可,能,还,没,过,药,劲,,,,,,
761,2641,我,今,天,要,展,示,给,你,们,,,,,,,
762,2642,它,用,普,通,的,芝,士,,,,,,,,,
763,2646,詹,妮,弗,,,,,,,,,,,,,
764,2650,你,感,觉,怎,么,样,,,,,,,,,,
765,2654,我,为,什,么,会,认,识,你,,,,,,,,
766,2658,我,是,你,的,监,护,人,玛,拉,,,,,,,
767,2662,谢,天,谢,地,我,需,要,帮,助,,,,,,,
768,2663,我,需,要,我,的,手,机,,,,,,,,,
769,2667,打,给,谁,,,,,,,,,,,,,
770,2671,什,么,,,,,,,,,,,,,,
771,2672,你,需,要,打,给,谁,,,,,,,,,,
772,2676,为,什,么,,,,,,,,,,,,,
773,2680,詹,妮,弗,你,认,识,一,个,,,,,,,,
774,2681,叫,迪,恩,埃,里,克,森,的,人,吗,,,,,,
775,2685,谁,什,么,,,,,,,,,,,,,
776,2686,迪,恩,,,,,,,,,,,,,,
777,2690,迪,恩,埃,里,克,森,你,认,识,他,吗,,,,,
778,2694,迪,恩,,,,,,,,,,,,,,
779,2698,不,我,不,认,识,,,,,,,,,,,
780,2699,不,认,识,,,,,,,,,,,,,
781,2703,他,说,他,为,你,工,作,他,说,他,是,位,律,师,,
782,2707,律,师,,,,,,,,,,,,,,
783,2711,他,看,着,很,贵,吗,,,,,,,,,,
784,2715,这,个,嘛,,,,,,,,,,,,,
785,2719,是,吧,我,想,,,,,,,,,,,,
786,2723,今,天,几,号,,,,,,,,,,,,
787,2727,十,五,号,,,,,,,,,,,,,
788,2731,八,号,在,上,周,,,,,,,,,,,
789,2735,没,错,,,,,,,,,,,,,,
790,2739,现,在,你,有,麻,烦,了,,,,,,,,,
791,2743,真,的,吗,为,什,么,,,,,,,,,,
792,2747,是,的,他,要,来,了,,,,,,,,,,
793,2751,谁,迪,恩,,,,,,,,,,,,,
794,2755,不,是,,,,,,,,,,,,,,
795,2759,他,要,来,了,,,,,,,,,,,,
796,2763,谁,,,,,,,,,,,,,,,
797,2767,你,就,等,着,吧,,,,,,,,,,,
798,2771,詹,妮,弗,你,是,谁,,,,,,,,,,
799,2775,打,了,好,多,药,,,,,,,,,,,
800,2779,药,我,没,法,思,考,了,,,,,,,,,
801,2783,告,诉,我,你,是,谁,,,,,,,,,,
802,2787,告,诉,我,,,,,,,,,,,,,
803,2791,你,知,道,我,有,打,开,你,保,险,箱,的,权,限,,
804,2795,我,知,道,里,面,有,什,么,,,,,,,,
805,2799,书,里,面,,,,,,,,,,,,,
